original_line,game_name,custom_name,bgg_link,bgg_id,name,year,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,bgg_rank,bgg_rating,bgg_average,bgg_users_rated,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank,status,confidence,image_filename,min_players,max_players,best_player_count,recommended_player_count,playing_time,complexity_weight,mechanics,categories
https://boardgamegeek.com/boardgame/22348/duplik # Meisterwerke,Meisterwerke,Meisterwerke,https://boardgamegeek.com/boardgame/22348/duplik,22348,Duplik,2005,2005,2071,6.22666,6.96797,2379,0,2071,,,,,,,,98.0,,,,Found from URL,High,Duplik_2005_22348.jpg,3,10,"5, 6","4, 7, 8, 9, 10, 10+",45 min,1.21,Drawing,Humor; Party Game
https://boardgamegeek.com/boardgame/39856/dixit # Dixit,Dixit,Dixit,https://boardgamegeek.com/boardgame/39856/dixit,39856,Dixit,2008,2008,415,7.07321,7.18876,69163,0,415,,,,,,,,26.0,,,,Found from URL,High,Dixit_2008_39856.jpg,3,6,"5, 6",4,30 min,1.19,Race; Singing; Storytelling; Targeted Clues; Voting,Card Game; Humor; Party Game
https://boardgamegeek.com/boardgame/92828/dixit-odyssey # Dixit: Odyssey,Dixit: Odyssey,Dixit: Odyssey,https://boardgamegeek.com/boardgame/92828/dixit-odyssey,92828,Dixit: Odyssey,2011,2011,339,7.15274,7.38642,22385,0,339,,,,,,,,18.0,,,,Found from URL,High,Dixit Odyssey_2011_92828.jpg,3,12,6,"4, 5, 7, 8, 9, 10",30 min,1.16,Storytelling; Targeted Clues; Voting,Card Game; Humor; Party Game
https://boardgamegeek.com/boardgame/147151/concept # Concept,Concept,Concept,https://boardgamegeek.com/boardgame/147151/concept,147151,Concept,2013,2013,1102,6.58904,6.74731,21569,0,1102,,,,,,,,85.0,,,,Found from URL,High,Concept_2013_147151.jpg,4,12,6,"3, 4, 5, 7, 8, 9, 10",40 min,1.38,Communication Limits; Race; Team-Based Game,Deduction; Party Game; Word Game
https://boardgamegeek.com/boardgame/284108/pictures # Pictures,Pictures,Pictures,https://boardgamegeek.com/boardgame/284108/pictures,284108,Pictures,2019,2019,1148,6.56168,7.22719,3688,0,1148,,,,,,,295.0,46.0,,,,Found from URL,High,Pictures_2019_284108.jpg,3,5,5,"3, 4",20-30 min,1.04,Communication Limits; Deduction; Pattern Recognition,Deduction; Party Game
https://boardgamegeek.com/boardgame/301084/polynesia # Polynesia,Polynesia,Polynesia,https://boardgamegeek.com/boardgame/301084/polynesia,301084,Polynesia,2020,2020,4267,5.83975,6.73738,910,0,4267,,,,154.0,,,,,1752.0,,,Found from URL,High,Polynesia_2020_301084.jpg,2,4,4,3,60-75 min,2.33,Network and Route Building,Nautical; Travel
https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game # Rick and Morty: Total Rickall Card Game,Rick and Morty: Total Rickall Card Game,Rick and Morty: Total Rickall Card Game,https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game,194232,Rick and Morty: Total Rickall Card Game,2016,2016,5314,5.74835,6.08207,2452,0,5314,,,,,,,,459.0,,,,Found from URL,High,Rick and Morty Total Rickall Card Game_2016_194232.jpg,2,5,5,4,30 min,1.49,Cooperative Game; Hand Management; Hidden Roles; Memory; Traitor Game,Card Game; Deduction; Humor
https://boardgamegeek.com/boardgame/526/abalone # Abalone,Abalone,Abalone,https://boardgamegeek.com/boardgame/526/abalone,526,Abalone,1987,1987,2098,6.22014,6.48587,8148,0,2098,,,,157.0,,,,,,,,Found from URL,High,Abalone_1987_526.jpg,2,2,2,,30 min,2.15,Grid Movement; Hexagon Grid; Slide / Push; Static Capture,Abstract Strategy
https://boardgamegeek.com/boardgame/31968/abalone-quattro # Abalone Quattro,Abalone Quattro,Abalone Quattro,https://boardgamegeek.com/boardgame/31968/abalone-quattro,31968,Abalone Quattro,2003,2003,9372,5.59409,6.80121,199,0,9372,,,,455.0,,,,,,,,Found from URL,High,Abalone Quattro_2003_31968.jpg,2,4,,,40 min,2.36,Grid Movement,Abstract Strategy
https://boardgamegeek.com/boardgame/17991/tac # TAC,TAC,TAC,https://boardgamegeek.com/boardgame/17991/tac,17991,TAC,2004,2004,5014,5.77138,7.09971,546,0,5014,,,,320.0,,,,,,,,Found from URL,High,TAC_2004_17991.jpg,1,4,4,,60 min,1.97,Point to Point Movement; Team-Based Game,Abstract Strategy; Racing
https://boardgamegeek.com/boardgame/171/chess # Schach,Schach,Schach,https://boardgamegeek.com/boardgame/171/chess,171,Chess,1475,1475,454,7.03116,7.23139,39236,0,454,,,,45.0,,,,,,,,Found from URL,High,Chess_1475_171.jpg,2,2,2,,,3.65,Grid Movement; Once-Per-Game Abilities; Pattern Movement; Square Grid; Static Capture,Abstract Strategy
https://boardgamegeek.com/boardgame/3979/wabanti # Wabanti,Wabanti,Wabanti,https://boardgamegeek.com/boardgame/3979/wabanti,3979,Wabanti,1974,1974,17664,5.52355,6.04948,97,0,17664,,,,770.0,,,,,,,,Found from URL,High,Wabanti_1974_3979.png,2,6,,,60 min,2.0,Dice Rolling,Abstract Strategy; Dice
https://boardgamegeek.com/boardgame/374595/kelp-shark-vs-octopus # Kelp,Kelp,Kelp,https://boardgamegeek.com/boardgame/374595/kelp-shark-vs-octopus,374595,Kelp: Shark vs Octopus,2024,2024,1145,6.56108,7.61629,2535,0,1145,,,,,,,,,,242.0,,Found from URL,High,Kelp Shark vs Octopus_2024_374595.jpg,2,2,2,,40-60 min,2.37,"Area Movement; Deck, Bag, and Pool Building; Dice Rolling; Hidden Movement; Variable Player Powers",Animals; Bluffing; Card Game
https://boardgamegeek.com/boardgame/413246/bomb-busters # Bomb Busters,Bomb Busters,Bomb Busters,https://boardgamegeek.com/boardgame/413246/bomb-busters,413246,Bomb Busters,2024,2024,185,7.35915,8.04339,6667,0,185,,,,,,,20.0,,,,,Found from URL,High,Bomb Busters_2024_413246.png,2,5,4,"3, 5",30 min,1.95,Communication Limits; Cooperative Game; Deduction; Memory; Once-Per-Game Abilities,Deduction; Spies / Secret Agents
https://boardgamegeek.com/boardgame/151/piratenbillard # Piratenbillard,Piratenbillard,Piratenbillard,https://boardgamegeek.com/boardgame/151/piratenbillard,151,Piratenbillard,1989,1989,6624,5.67552,6.55121,456,0,6624,,,,,,,1840.0,386.0,,,,Found from URL,High,Piratenbillard_1989_151.jpg,2,4,,,15 min,1.23,,Action / Dexterity; Pirates
https://boardgamegeek.com/boardgame/9209/ticket-to-ride # Zug um Zug,Zug um Zug,Zug um Zug,https://boardgamegeek.com/boardgame/9209/ticket-to-ride,9209,Ticket to Ride,2004,2004,249,7.2652,7.38789,95762,0,249,,,,,,,62.0,,,,,Found from URL,High,Ticket to Ride_2004_9209.jpg,2,5,4,"2, 3, 5",30-60 min,1.82,Connections; Contracts; End Game Bonuses; Hand Management; Network and Route Building,Trains
https://boardgamegeek.com/boardgame/299252/here-to-slay # Here to slay,Here to slay,Here to slay,https://boardgamegeek.com/boardgame/299252/here-to-slay,299252,Here to Slay,2020,2020,1485,6.422,6.88773,8221,0,1485,,,,,,,,159.0,,,,Found from URL,High,Here to Slay_2020_299252.jpg,2,6,"3, 4",5,30-60 min,1.67,Action Points; Dice Rolling; Hand Management; Interrupts; Role Playing,Animals; Card Game; Dice
https://boardgamegeek.com/boardgame/414685/mesos # Mesos,Mesos,Mesos,https://boardgamegeek.com/boardgame/414685/mesos,414685,Mesos,2024,2024,3053,6.00134,6.99714,1194,0,3053,,,,,,,947.0,,,,,Found from URL,High,Mesos_2024_414685.png,2,5,4,"3, 5",20-50 min,2.07,Open Drafting; Set Collection,Card Game; Prehistoric
https://boardgamegeek.com/boardgame/393325/captain-flip # Capitain Flip,Capitain Flip,Capitain Flip,https://boardgamegeek.com/boardgame/393325/captain-flip,393325,Captain Flip,2024,2024,1007,6.63501,7.1363,5643,0,1007,,,,,,,271.0,,,,,Found from URL,High,Captain Flip_2024_393325.png,2,5,3,"2, 4",20 min,1.19,Advantage Token; End Game Bonuses; Grid Coverage; Memory; Multiple Maps,Nautical; Pirates
https://boardgamegeek.com/boardgame/421374/landmarks # Landmarks,Landmarks,Landmarks,https://boardgamegeek.com/boardgame/421374/landmarks,421374,Landmarks,2024,2024,3352,5.95337,6.90061,1104,0,3352,,,,,,,,174.0,,,,Found from URL,High,Landmarks_2024_421374.png,2,10,"2, 4","3, 5, 6",15-25 min,1.43,Communication Limits; Cooperative Game,Party Game; Word Game
https://boardgamegeek.com/boardgame/107529/kingdom-builder # Kingdom Builder,Kingdom Builder,Kingdom Builder,https://boardgamegeek.com/boardgame/107529/kingdom-builder,107529,Kingdom Builder,2011,2011,757,6.78734,6.93606,24481,0,757,,,,,,,217.0,,536.0,,,Found from URL,High,Kingdom Builder_2011_107529.jpg,2,4,4,"2, 3",45 min,2.07,Area Majority / Influence; Chaining; Enclosure; Grid Movement; Hexagon Grid,Medieval; Territory Building
https://boardgamegeek.com/boardgame/207830/5-minute-dungeon # 5 Minute Dungeon,5 Minute Dungeon,5 Minute Dungeon,https://boardgamegeek.com/boardgame/207830/5-minute-dungeon,207830,5-Minute Dungeon,2017,2017,1105,6.58853,6.90797,11105,0,1105,,,,,,,377.0,,,,,Found from URL,High,5-Minute Dungeon_2017_207830.png,2,5,"4, 5",3,5-30 min,1.12,Card Play Conflict Resolution; Cooperative Game; Elapsed Real Time Ending; Hand Management; Move Through Deck,Card Game; Fantasy; Fighting
https://boardgamegeek.com/boardgame/34585/keltis # Keltis,Keltis,Keltis,https://boardgamegeek.com/boardgame/34585/keltis,34585,Keltis,2008,2008,2270,6.17419,6.42492,6807,0,2270,,,,,,,783.0,,,,,Found from URL,High,Keltis_2008_34585.jpg,2,4,3,"2, 4",30 min,1.64,Hand Management; Set Collection; Track Movement,
https://boardgamegeek.com/boardgame/317311/switch-and-signal # Switch & Signal,Switch & Signal,Switch & Signal,https://boardgamegeek.com/boardgame/317311/switch-and-signal,317311,Switch & Signal,2020,2020,2054,6.23207,7.10621,1920,0,2054,,,,,,,591.0,,1042.0,,,Found from URL,High,Switch & Signal_2020_317311.jpg,2,4,2,"1, 3",45 min,2.1,Cooperative Game; Network and Route Building; Pick-up and Deliver,Trains; Transportation
https://boardgamegeek.com/boardgame/373055/ritual # Ritual,Ritual,Ritual,https://boardgamegeek.com/boardgame/373055/ritual,373055,Ritual,2022,2022,6136,5.69646,7.24105,313,0,6136,,,,,,,,,,,,Found from URL,High,Ritual_2022_373055.png,2,6,"4, 5","2, 3, 6",15-25 min,1.67,Communication Limits; Cooperative Game; Deduction; Real-Time,Deduction; Memory; Real-time
https://boardgamegeek.com/boardgame/396655/quicksand # Quicksand,Quicksand,Quicksand,https://boardgamegeek.com/boardgame/396655/quicksand,396655,Quicksand,2023,2023,5935,5.71008,6.68488,502,0,5935,,,,,,,,,,,,Found from URL,High,Quicksand_2023_396655.jpg,1,7,2,"3, 4, 5",15 min,1.08,Cooperative Game,Real-time
https://boardgamegeek.com/boardgame/230802/azul # AZUL,AZUL,AZUL,https://boardgamegeek.com/boardgame/230802/azul,230802,Azul,2017,2017,92,7.61332,7.72352,102713,0,92,,,,2.0,,,15.0,,,,,Found from URL,High,Azul_2017_230802.png,2,4,2,"3, 4",30-45 min,1.77,Chaining; End Game Bonuses; Grid Coverage; Open Drafting; Pattern Building,Abstract Strategy; Renaissance
https://boardgamegeek.com/boardgame/244521/quacks # Quacksalber von Quedlinburg,Quacksalber von Quedlinburg,Quacksalber von Quedlinburg,https://boardgamegeek.com/boardgame/244521/quacks,244521,Quacks,2018,2018,74,7.66998,7.8072,56301,0,74,,,,,,,12.0,,,,,Found from URL,High,Quacks_2018_244521.png,2,4,4,"2, 3",45 min,1.94,"Catch the Leader; Deck, Bag, and Pool Building; Delayed Purchase; Dice Rolling; Die Icon Resolution",Fantasy; Medieval
https://boardgamegeek.com/boardgame/137396/kingdom-builder-crossroads # Kingdom Builder: Crossroads,Kingdom Builder: Crossroads,Kingdom Builder: Crossroads,https://boardgamegeek.com/boardgame/137396/kingdom-builder-crossroads,137396,Kingdom Builder: Crossroads,2013,2013,0,6.26311,7.58546,1322,1,,,,,,,,,,,,,Found from URL,High,Kingdom Builder Crossroads_2013_137396.jpg,2,5,4,"2, 3, 5",45 min,2.32,Area Majority / Influence; Enclosure; Grid Movement; Hexagon Grid; Modular Board,Expansion for Base-game; Medieval; Territory Building
https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak # Werwölfe: Morgengrauen,Werwölfe: Morgengrauen,Werwölfe: Morgengrauen,https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak,163166,One Night Ultimate Werewolf: Daybreak,2015,2015,783,6.76983,7.28233,6331,0,783,,,,,,,,36.0,,,,Found from URL,High,One Night Ultimate Werewolf_ Daybreak_2015_163166.jpg,3,10,"5, 6, 7, 8",4,10 min,1.39,Hidden Roles; Role Playing; Roles with Asymmetric Information; Traitor Game; Variable Player Powers,Bluffing; Card Game; Deduction
https://boardgamegeek.com/boardgame/297478/cortex-plus-challenge # Cortex + Challenge,Cortex + Challenge,Cortex + Challenge,https://boardgamegeek.com/boardgame/297478/cortex-plus-challenge,297478,Cortex + Challenge,2018,2018,11093,5.56642,6.33791,235,0,11093,,,,,,,,,,,,Found from URL,High,Cortex + Challenge_2018_297478.jpg,2,6,,,10-15 min,1.25,Memory; Pattern Recognition,Card Game; Educational; Memory
https://boardgamegeek.com/boardgame/160477/onitama # Onitama,Onitama,Onitama,https://boardgamegeek.com/boardgame/160477/onitama,160477,Onitama,2014,2014,343,7.14405,7.34272,24169,0,343,,,,20.0,,,,,,,,Found from URL,High,Onitama_2014_160477.jpg,2,2,2,,15-20 min,1.66,Grid Movement; Hand Management; Pattern Movement; Square Grid; Static Capture,Abstract Strategy
https://boardgamegeek.com/boardgame/429293/the-lord-of-the-rings-the-fellowship-of-the-ring-t # Herr der Ringe: Die Gefährten - Das Stichspiel,Herr der Ringe: Die Gefährten - Das Stichspiel,Herr der Ringe: Die Gefährten - Das Stichspiel,https://boardgamegeek.com/boardgame/429293/the-lord-of-the-rings-the-fellowship-of-the-ring-t,429293,The Fellowship of the Ring: Trick-Taking Game,2024,2024,264,7.2292,7.96215,5641,0,264,,,,,,,37.0,,,,,Found from URL,High,The Fellowship of the Ring_ Trick-Taking Game_2024_429293.png,1,4,4,"1, 2, 3",20 min,1.96,Communication Limits; Cooperative Game; Scenario / Mission / Campaign Game; Trick-taking,Adventure; Card Game; Fantasy
https://boardgamegeek.com/boardgame/336986/flamecraft # Flamecraft,Flamecraft,Flamecraft,https://boardgamegeek.com/boardgame/336986/flamecraft,336986,Flamecraft,2022,2022,393,7.0958,7.38899,19087,0,393,,,,,,,100.0,,341.0,,,Found from URL,High,Flamecraft_2022_336986.jpg,1,5,3,"1, 2, 4",60 min,2.18,Contracts; End Game Bonuses; Hand Management; Modular Board; Multi-Use Cards,Animals; Card Game; City Building
https://boardgamegeek.com/boardgame/374173/star-wars-the-deckbuilding-game # Star Wars: The Deckbuilding Game,Star Wars: The Deckbuilding Game,Star Wars: The Deckbuilding Game,https://boardgamegeek.com/boardgame/374173/star-wars-the-deckbuilding-game,374173,Star Wars: The Deckbuilding Game,2023,2023,222,7.31752,7.82948,9633,0,222,,,,,,,32.0,,161.0,,,Found from URL,High,Star Wars_ The Deckbuilding Game_2023_374173.png,2,2,2,,30-90 min,2.04,"Deck, Bag, and Pool Building; Open Drafting; Tug of War",Card Game; Fighting; Movies / TV / Radio theme
https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons # Tiny epic Dungeons,Tiny epic Dungeons,Tiny epic Dungeons,https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons,331787,Tiny Epic Dungeons,2021,2021,825,6.74219,7.46022,5306,0,825,,,,,,,,,561.0,208.0,,Found from URL,High,Tiny Epic Dungeons_2021_331787.jpg,1,4,"1, 2","3, 4",30-60 min,3.1,Cooperative Game; Dice Rolling; Finale Ending; Modular Board; Solo / Solitaire Game,Adventure; Dice; Exploration
https://boardgamegeek.com/boardgame/143884/machi-koro # Machi Koro,Machi Koro,Machi Koro,https://boardgamegeek.com/boardgame/143884/machi-koro,143884,Machi Koro,2012,2012,1325,6.48176,6.59822,35111,0,1325,,,,,,,479.0,,,,,Found from URL,High,Machi Koro_2012_143884.png,2,4,4,"2, 3",30 min,1.52,Dice Rolling; Ownership; Race; Random Production,City Building; Dice
https://boardgamegeek.com/boardgame/174078/holmes-sherlock-and-mycroft # Holmes: Sherlock gegen Moriarty,Holmes: Sherlock gegen Moriarty,Holmes: Sherlock gegen Moriarty,https://boardgamegeek.com/boardgame/174078/holmes-sherlock-and-mycroft,174078,Holmes: Sherlock & Mycroft,2015,2015,2172,6.20204,6.77482,2945,0,2172,,,,,,,696.0,,,,,Found from URL,High,Holmes Sherlock  Mycroft_2015_174078.jpg,2,2,2,,20-30 min,1.8,Hand Management; Open Drafting; Set Collection; Worker Placement,Card Game; Novel-based
https://boardgamegeek.com/boardgame/10462/battle-of-the-sexes # Kampf der Geschlechter,Kampf der Geschlechter,Kampf der Geschlechter,https://boardgamegeek.com/boardgame/10462/battle-of-the-sexes,10462,Battle of the Sexes,1986,1986,28320,5.46628,3.55769,39,0,28320,,,,,,,,,,,,Found from URL,High,Battle of the Sexes_1986_10462.jpg,4,16,,,60 min,1.17,Commodity Speculation; Roll / Spin and Move; Team-Based Game,Party Game; Trivia
https://boardgamegeek.com/boardgame/137140/wunderland # Wunderland,Wunderland,Wunderland,https://boardgamegeek.com/boardgame/137140/wunderland,137140,Wunderland,2013,2013,12105,5.55642,6.09747,241,0,12105,,,,,,,2561.0,,,,,Found from URL,High,Wunderland_2013_137140.jpg,2,4,4,3,40-60 min,1.58,,Travel
https://boardgamegeek.com/boardgame/218738/khg-korrupte-haben-geld # Korrupte haben Geld,Korrupte haben Geld,Korrupte haben Geld,https://boardgamegeek.com/boardgame/218738/khg-korrupte-haben-geld,218738,KHG: Korrupte haben Geld,2015,2015,0,0.0,6.50238,21,0,,,,,,,,,,,,,Found from URL,High,KHG Korrupte haben Geld_2015_218738.jpg,3,4,,,,2.0,Auction / Bidding; Roll / Spin and Move; Voting,Humor; Negotiation; Political
https://boardgamegeek.com/boardgame/284083/the-crew-the-quest-for-planet-nine # Die Crew: Reist gemeinsam zum 9. Planeten,Die Crew: Reist gemeinsam zum 9. Planeten,Die Crew: Reist gemeinsam zum 9. Planeten,https://boardgamegeek.com/boardgame/284083/the-crew-the-quest-for-planet-nine,284083,The Crew: The Quest for Planet Nine,2019,2019,87,7.62851,7.76843,46560,0,87,,,,,,,13.0,,,,,Found from URL,High,The Crew The Quest for Planet Nine_2019_284083.jpg,2,5,4,"3, 5",20 min,1.96,Communication Limits; Cooperative Game; Hand Management; Scenario / Mission / Campaign Game; Trick-taking,Card Game; Science Fiction; Space Exploration
https://boardgamegeek.com/boardgame/324856/the-crew-mission-deep-sea # Die Crew: Mission Tiefsee,Die Crew: Mission Tiefsee,Die Crew: Mission Tiefsee,https://boardgamegeek.com/boardgame/324856/the-crew-mission-deep-sea,324856,The Crew: Mission Deep Sea,2021,2021,43,7.8147,8.07164,23149,0,43,,,,,,,4.0,,36.0,,,Found from URL,High,The Crew Mission Deep Sea_2021_324856.jpg,2,5,4,"3, 5",20 min,2.05,Communication Limits; Cooperative Game; Deduction; Hand Management; Scenario / Mission / Campaign Game,Adventure; Card Game; Mythology
https://boardgamegeek.com/boardgame/133835/dark-empire-revolution # SteamNoir Revolution,SteamNoir Revolution,SteamNoir Revolution,https://boardgamegeek.com/boardgame/133835/dark-empire-revolution,133835,Dark Empire: Revolution,2013,2013,10322,5.57836,6.50026,194,0,10322,,,,,,,,,2609.0,1345.0,,Found from URL,High,Dark Empire Revolution_2013_133835.jpg,3,5,4,,60 min,2.56,Hand Management; Simultaneous Action Selection; Traitor Game,Bluffing; Card Game; Comic Book / Strip
https://boardgamegeek.com/boardgame/192201/wiener-walzer # Wiener Walzer,Wiener Walzer,Wiener Walzer,https://boardgamegeek.com/boardgame/192201/wiener-walzer,192201,Wiener Walzer,2016,2016,11055,5.56846,6.71087,138,0,11055,,,,,,,2464.0,,,,,Found from URL,High,Wiener Walzer_2016_192201.jpg,2,5,,"2, 3, 4, 5",30 min,1.78,Set Collection; Tile Placement,Abstract Strategy
https://boardgamegeek.com/boardgame/338628/trails # Trails,Trails,Trails,https://boardgamegeek.com/boardgame/338628/trails,338628,Trails,2021,2021,1379,6.46095,7.03752,4325,0,1379,,,,,,,404.0,,,,,Found from URL,High,Trails_2021_338628.jpg,2,4,2,"3, 4",20-40 min,1.87,Contracts; End Game Bonuses; Modular Board; Set Collection; Track Movement,Adventure; Animals; Environmental
https://boardgamegeek.com/boardgame/345972/cat-in-the-box-deluxe-edition # Cat in the Box,Cat in the Box,Cat in the Box,https://boardgamegeek.com/boardgame/345972/cat-in-the-box-deluxe-edition,345972,Cat in the Box: Deluxe Edition,2022,2022,361,7.12376,7.46485,11629,0,361,,,,,,,75.0,,,,,Found from URL,High,Cat in the Box Deluxe Edition_2022_345972.jpg,2,5,4,"3, 5",20-40 min,2.04,Enclosure; Hand Management; Predictive Bid; Trick-taking,Animals; Card Game
https://boardgamegeek.com/boardgame/290768/neko-harbour-the-card-game # Neko Harbour: The Card Game,Neko Harbour: The Card Game,Neko Harbour: The Card Game,https://boardgamegeek.com/boardgame/290768/neko-harbour-the-card-game,290768,Neko Harbour: The Card Game,2021,2021,17129,5.52553,6.87673,56,0,17129,,,,,,,,,,,,Found from URL,High,Neko Harbour The Card Game_2021_290768.jpg,2,4,,,45-60 min,2.5,Contracts; Hand Management; Income; Open Drafting; Resource to Move,Card Game; Travel
https://boardgamegeek.com/boardgame/229703/adellos # Adlellos,Adlellos,Adlellos,https://boardgamegeek.com/boardgame/229703/adellos,229703,Adellos,2018,2018,20889,5.51257,6.92409,44,0,20889,,,,,,,,,,,3904.0,Found from URL,High,Adellos_2018_229703.jpg,2,4,,,20-50 min,2.17,"Deck, Bag, and Pool Building; Hand Management; Hexagon Grid; King of the Hill; Open Drafting",Economic; Fighting; Medieval
https://boardgamegeek.com/boardgame/349194/redcliff-bay-mysteries # Redcliff Bay Mysteries,Redcliff Bay Mysteries,Redcliff Bay Mysteries,https://boardgamegeek.com/boardgame/349194/redcliff-bay-mysteries,349194,Redcliff Bay Mysteries,2021,2021,12140,5.55598,6.92667,105,0,12140,,,,,,,,,,,,Found from URL,High,Redcliff Bay Mysteries_2021_349194.jpg,1,5,2,,60 min,1.6,Cooperative Game; Deduction,Deduction; Murder / Mystery
https://boardgamegeek.com/boardgame/185196/rising-5-runes-of-asteros # Rising 5: Runes of Asteros,Rising 5: Runes of Asteros,Rising 5: Runes of Asteros,https://boardgamegeek.com/boardgame/185196/rising-5-runes-of-asteros,185196,Rising 5: Runes of Asteros,2017,2017,3402,5.94963,6.48219,1981,0,3402,,,,,,,1100.0,,1543.0,,,Found from URL,High,Rising 5 Runes of Asteros_2017_185196.jpg,1,5,2,"1, 3, 4",30 min,1.91,Action Points; Cooperative Game; Deduction; Dice Rolling,Adventure; Deduction; Electronic
https://boardgamegeek.com/boardgame/26692/eynsteyn # Eynsteyn,Eynsteyn,Eynsteyn,https://boardgamegeek.com/boardgame/26692/eynsteyn,26692,Eynsteyn,1997,1997,17789,5.52309,7.13333,36,0,17789,,,,883.0,,,,,,,,Found from URL,High,Eynsteyn_1997_26692.jpg,2,2,,,20 min,2.0,Network and Route Building; Tile Placement,Abstract Strategy
https://boardgamegeek.com/boardgame/1561/clue-master-detective # Super Cluedo,Super Cluedo,Super Cluedo,https://boardgamegeek.com/boardgame/1561/clue-master-detective,1561,Clue Master Detective,1988,1988,3584,5.92376,6.66836,1582,0,3584,,,,,,,1203.0,,,,,Found from URL,High,Clue Master Detective_1988_1561.jpg,3,10,5,"3, 4, 6, 7, 8",60 min,1.84,Deduction; Grid Movement; Memory; Paper-and-Pencil; Roll / Spin and Move,Deduction; Murder / Mystery
https://boardgamegeek.com/boardgame/18803/black-stories # Black Stories,Black Stories,Black Stories,https://boardgamegeek.com/boardgame/18803/black-stories,18803,Black Stories,2004,2004,4588,5.80565,5.99089,5355,0,4588,,,,,,,,429.0,,,,Found from URL,High,Black Stories_2004_18803.jpg,2,99,"4, 5, 6","3, 7, 8, 9, 10",20 min,1.26,Storytelling,Card Game; Deduction; Horror
https://boardgamegeek.com/boardgame/420087/flip-7 # Flip 7,Flip 7,Flip 7,https://boardgamegeek.com/boardgame/420087/flip-7,420087,Flip 7,2024,2024,638,6.87351,7.20416,11738,0,638,,,,,,,173.0,43.0,,,,Found from URL,High,Flip 7_2024_420087.jpg,3,18,"5, 6","3, 4, 7, 8",20 min,1.04,Interrupts; Push Your Luck; Score-and-Reset Game; Take That,Card Game; Number; Party Game
https://boardgamegeek.com/boardgame/50/lost-cities # Lost Cities,Lost Cities,Lost Cities,https://boardgamegeek.com/boardgame/50/lost-cities,50,Lost Cities,1999,1999,341,7.1487,7.25361,49615,0,341,,,,,,,85.0,,,,,Found from URL,High,Lost Cities_1999_50.jpg,2,2,2,,30 min,1.47,Hand Management; Melding and Splaying; Ordering; Push Your Luck; Score-and-Reset Game,Card Game; Exploration; Math
https://boardgamegeek.com/boardgame/164928/orleans # Orléans,Orléans,Orléans,https://boardgamegeek.com/boardgame/164928/orleans,164928,Orléans,2014,2014,37,7.86015,8.04857,34370,0,37,,,,,,,,,33.0,,,Found from URL,High,Orléans_2014_164928.jpg,2,5,4,"2, 3",90 min,3.01,"Contracts; Deck, Bag, and Pool Building; End Game Bonuses; Events; Kill Steal",Medieval; Religious; Travel
https://boardgamegeek.com/boardgame/322708/descent-legends-of-the-dark # Descent,Descent,Descent,https://boardgamegeek.com/boardgame/322708/descent-legends-of-the-dark,322708,Descent: Legends of the Dark,2021,2021,464,7.0218,7.91276,5553,0,464,,,,,,,,,,70.0,,Found from URL,High,Descent_ Legends of the Dark_2021_322708.png,1,4,4,"1, 2, 3",120-180 min,2.7,Cooperative Game; Dice Rolling; Grid Movement; Modular Board; Movement Points,Adventure; Fantasy; Fighting
https://boardgamegeek.com/boardgame/162886/spirit-island # Spirit Island,Spirit Island,Spirit Island,https://boardgamegeek.com/boardgame/162886/spirit-island,162886,Spirit Island,2017,2017,11,8.14097,8.33943,59518,0,11,,,,,,,,,10.0,,,Found from URL,High,Spirit Island_2017_162886.jpg,1,4,2,"1, 3, 4",90-120 min,4.08,Action Retrieval; Area Majority / Influence; Automatic Resource Growth; Campaign / Battle Card Driven; Cooperative Game,Environmental; Fantasy; Mythology
https://boardgamegeek.com/boardgame/193037/dead-of-winter-the-long-night # Winter der Toten - Die lange Nacht,Winter der Toten - Die lange Nacht,Winter der Toten - Die lange Nacht,https://boardgamegeek.com/boardgame/193037/dead-of-winter-the-long-night,193037,Dead of Winter: The Long Night,2016,2016,411,7.07542,7.50947,10382,0,411,,,,,,,,,,94.0,,Found from URL,High,Dead of Winter_ The Long Night_2016_193037.jpg,2,5,4,"3, 5",60-120 min,3.35,Action Points; Cooperative Game; Dice Rolling; Hand Management; Narrative Choice / Paragraph,Bluffing; Deduction; Horror
https://boardgamegeek.com/boardgame/233247/civilization-a-new-dawn # Civilization: Ein neues Zeitalter,Civilization: Ein neues Zeitalter,Civilization: Ein neues Zeitalter,https://boardgamegeek.com/boardgame/233247/civilization-a-new-dawn,233247,Civilization: A New Dawn,2017,2017,766,6.78028,7.24339,7527,0,766,,,,,,,,,493.0,,,Found from URL,High,Civilization_ A New Dawn_2017_233247.jpg,2,4,4,"2, 3",60-120 min,3.19,Area Majority / Influence; Hexagon Grid; Increase Value of Unchosen Resources; Modular Board; Race,Civilization; Exploration; Video Game Theme
